length,original,abbreviation,drop_vowel,truncation,truncation_keep_end,all_different?
9,jacksonville,jaksovile,jcksnvll,jacksonvi,jacksonve,1
10,jacksonville,jacksovile,jcksnvll,jacksonvil,jacksonvie,1
3,jacqueline,jaq,jcqln,jac,jae,1
4,jacqueline,jaqu,jcqln,jacq,jace,1
5,jacqueline,jaque,jcqln,jacqu,jacqe,1
6,jacqueline,jaquee,jcqln,jacque,jacque,1
7,jacqueline,jaquele,jcqln,jacquel,jacquee,1
8,jacqueline,jaquelne,jcqln,jacqueli,jacquele,1
3,jailhouse,jai,jlhs,jai,jae,1
4,jailhouse,jaih,jlhs,jail,jaie,1
5,jailhouse,jaihu,jlhs,jailh,jaile,1
6,jailhouse,jaihue,jlhs,jailho,jailhe,1
7,jailhouse,jailhue,jlhs,jailhou,jailhoe,1
3,jaundiced,jau,jndcd,jau,jad,1
4,jaundiced,jaud,jndcd,jaun,jaud,1
5,jaundiced,jaudd,jndcd,jaund,jaund,1
6,jaundiced,jaundd,jndcd,jaundi,jaundd,1
7,jaundiced,jaunded,jndcd,jaundic,jaundid,1
3,jayhawks,jay,jyhwks,jay,jas,1
4,jayhawks,jayh,jyhwks,jayh,jays,1
5,jayhawks,jayhw,jyhwks,jayha,jayhs,1
6,jayhawks,jayhwk,jyhwks,jayhaw,jayhas,1
3,jeanette,jee,jntt,jea,jee,1
4,jeanette,jeet,jntt,jean,jeae,1
5,jeanette,jeete,jntt,jeane,jeane,1
6,jeanette,jeette,jntt,jeanet,jeanee,1
3,jeffords,jef,jffrds,jef,jes,1
4,jeffords,jeff,jffrds,jeff,jefs,1
5,jeffords,jeffo,jffrds,jeffo,jeffs,1
6,jeffords,jeffod,jffrds,jeffor,jeffos,1
3,jennings,jen,jnnngs,jen,jes,1
4,jennings,jens,jnnngs,jenn,jens,1
5,jennings,jengs,jnnngs,jenni,jenns,1
6,jennings,jenngs,jnnngs,jennin,jennis,1
3,jeremiah,jeh,jrmh,jer,jeh,1
4,jeremiah,jemh,jrmh,jere,jerh,1
5,jeremiah,jemih,jrmh,jerem,jereh,1
6,jeremiah,jemiah,jrmh,jeremi,jeremh,1
3,jerusalem,jem,jrslm,jer,jem,1
4,jerusalem,jeam,jrslm,jeru,jerm,1
5,jerusalem,jealm,jrslm,jerus,jerum,1
6,jerusalem,jesalm,jrslm,jerusa,jerusm,1
7,jerusalem,jesalem,jrslm,jerusal,jerusam,1
3,jiggling,jig,jgglng,jig,jig,1
4,jiggling,jigl,jgglng,jigg,jigg,1
5,jiggling,jiglg,jgglng,jiggl,jiggg,1
6,jiggling,jigglg,jgglng,jiggli,jigglg,1
3,jihadist,jih,jhdst,jih,jit,1
4,jihadist,jiht,jhdst,jiha,jiht,1
5,jihadist,jihst,jhdst,jihad,jihat,1
6,jihadist,jihdst,jhdst,jihadi,jihadt,1
3,johansson,joh,jhnssn,joh,jon,1
4,johansson,joho,jhnssn,joha,john,1
5,johansson,johon,jhnssn,johan,johan,1
6,johansson,johaon,jhnssn,johans,johann,1
7,johansson,johason,jhnssn,johanss,johansn,1
3,joyfully,joy,jyflly,joy,joy,1
4,joyfully,joyf,jyflly,joyf,joyy,1
5,joyfully,joyfu,jyflly,joyfu,joyfy,1
6,joyfully,joyfuy,jyflly,joyful,joyfuy,1
3,jubilation,jbi,jbltn,jub,jun,1
4,jubilation,jbin,jbltn,jubi,jubn,1
5,jubilation,jbiln,jbltn,jubil,jubin,1
6,jubilation,jubiln,jbltn,jubila,jubiln,1
7,jubilation,jubilan,jbltn,jubilat,jubilan,1
8,jubilation,jubilatn,jbltn,jubilati,jubilatn,1
3,judgmental,jgm,jdgmntl,jud,jul,1
4,judgmental,jgml,jdgmntl,judg,judl,1
5,judgmental,jdgml,jdgmntl,judgm,judgl,1
6,judgmental,judgml,jdgmntl,judgme,judgml,1
7,judgmental,judgmtl,jdgmntl,judgmen,judgmel,1
8,judgmental,judgmtal,jdgmntl,judgment,judgmenl,1
3,juggling,jgg,jgglng,jug,jug,1
4,juggling,jggl,jgglng,jugg,jugg,1
5,juggling,jgglg,jgglng,juggl,juggg,1
6,juggling,jugglg,jgglng,juggli,jugglg,1
3,juliette,jte,jltt,jul,jue,1
4,juliette,jtte,jltt,juli,jule,1
5,juliette,jutte,jltt,julie,julie,1
6,juliette,jultte,jltt,juliet,juliee,1
3,junction,jun,jnctn,jun,jun,1
4,junction,junn,jnctn,junc,junn,1
5,junction,juncn,jnctn,junct,juncn,1
6,junction,junctn,jnctn,juncti,junctn,1
3,juncture,jue,jnctr,jun,jue,1
4,juncture,june,jnctr,junc,june,1
5,juncture,junre,jnctr,junct,junce,1
6,juncture,juncre,jnctr,junctu,juncte,1
3,junkyard,jky,jnkyrd,jun,jud,1
4,junkyard,jkya,jnkyrd,junk,jund,1
5,junkyard,jkyad,jnkyrd,junky,junkd,1
6,junkyard,jukyad,jnkyrd,junkya,junkyd,1
3,juridical,jdl,jrdcl,jur,jul,1
4,juridical,judl,jrdcl,juri,jurl,1
5,juridical,judil,jrdcl,jurid,juril,1
6,juridical,jurdil,jrdcl,juridi,juridl,1
7,juridical,jurdicl,jrdcl,juridic,juridil,1
3,juveniles,jvs,jvnls,juv,jus,1
4,juveniles,jvls,jvnls,juve,juvs,1
5,juveniles,juvls,jvnls,juven,juves,1
6,juveniles,juvles,jvnls,juveni,juvens,1
7,juveniles,juviles,jvnls,juvenil,juvenis,1
3,juxtaposed,jxp,jxtpsd,jux,jud,1
4,juxtaposed,jxpd,jxtpsd,juxt,juxd,1
5,juxtaposed,jxtpd,jxtpsd,juxta,juxtd,1
6,juxtaposed,juxtpd,jxtpsd,juxtap,juxtad,1
7,juxtaposed,juxtpsd,jxtpsd,juxtapo,juxtapd,1
8,juxtaposed,juxtposd,jxtpsd,juxtapos,juxtapod,1
3,juxtaposing,jxp,jxtpsng,jux,jug,1
4,juxtaposing,jxpg,jxtpsng,juxt,juxg,1
5,juxtaposing,jxtpg,jxtpsng,juxta,juxtg,1
6,juxtaposing,juxtpg,jxtpsng,juxtap,juxtag,1
7,juxtaposing,juxtpsg,jxtpsng,juxtapo,juxtapg,1
8,juxtaposing,juxtposg,jxtpsng,juxtapos,juxtapog,1
9,juxtaposing,juxtposng,jxtpsng,juxtaposi,juxtaposg,1
3,kalamazoo,kaz,klmz,kal,kao,1
4,kalamazoo,kazo,klmz,kala,kalo,1
5,kalamazoo,kazoo,klmz,kalam,kalao,1
6,kalamazoo,kamzoo,klmz,kalama,kalamo,1
7,kalamazoo,kalmzoo,klmz,kalamaz,kalamao,1
3,kangaroo,kao,kngr,kan,kao,1
4,kangaroo,kago,kngr,kang,kano,1
5,kangaroo,kagro,kngr,kanga,kango,1
6,kangaroo,kagaro,kngr,kangar,kangao,1
3,kennesaw,ken,knnsw,ken,kew,1
4,kennesaw,kene,knnsw,kenn,kenw,1
5,kennesaw,kenew,knnsw,kenne,kennw,1
6,kennesaw,kenesw,knnsw,kennes,kennew,1
3,kensington,ket,knsngtn,ken,ken,1
4,kensington,ketn,knsngtn,kens,kenn,1
5,kensington,kegtn,knsngtn,kensi,kensn,1
6,kensington,kesgtn,knsngtn,kensin,kensin,1
7,kensington,kesgton,knsngtn,kensing,kensinn,1
8,kensington,kesngton,knsngtn,kensingt,kensingn,1
3,kentucky,kek,kntcky,ken,key,1
4,kentucky,keky,kntcky,kent,keny,1
5,kentucky,kecky,kntcky,kentu,kenty,1
6,kentucky,ketcky,kntcky,kentuc,kentuy,1
3,kerrigan,ken,krrgn,ker,ken,1
4,kerrigan,kegn,krrgn,kerr,kern,1
5,kerrigan,kergn,krrgn,kerri,kerrn,1
6,kerrigan,kergan,krrgn,kerrig,kerrin,1
3,khomeini,khi,khmn,kho,khi,1
4,khomeini,khii,khmn,khom,khoi,1
5,khomeini,khmii,khmn,khome,khomi,1
6,khomeini,khmini,khmn,khomei,khomei,1
3,kickbacks,kkb,kckbcks,kic,kis,1
4,kickbacks,kkba,kckbcks,kick,kics,1
5,kickbacks,kkbak,kckbcks,kickb,kicks,1
6,kickbacks,kkbaks,kckbcks,kickba,kickbs,1
7,kickbacks,kikbaks,kckbcks,kickbac,kickbas,1
3,kidnappers,knp,kdnpprs,kid,kis,1
4,kidnappers,knpp,kdnpprs,kidn,kids,1
5,kidnappers,knpps,kdnpprs,kidna,kidns,1
6,kidnappers,kdnpps,kdnpprs,kidnap,kidnas,1
7,kidnappers,kidnpps,kdnpprs,kidnapp,kidnaps,1
8,kidnappers,kidnpprs,kdnpprs,kidnappe,kidnapps,1
3,kidnappings,knp,kdnppngs,kid,kis,1
4,kidnappings,knpi,kdnppngs,kidn,kids,1
5,kidnappings,knpis,kdnppngs,kidna,kidns,1
6,kidnappings,knppis,kdnppngs,kidnap,kidnas,1
7,kidnappings,kdnppis,kdnppngs,kidnapp,kidnaps,1
8,kidnappings,kdnppigs,kdnppngs,kidnappi,kidnapps,1
9,kidnappings,kidnppigs,kdnppngs,kidnappin,kidnappis,1
3,kilowatt,kat,klwtt,kil,kit,1
4,kilowatt,kwat,klwtt,kilo,kilt,1
5,kilowatt,klwat,klwtt,kilow,kilot,1
6,kilowatt,kilwat,klwtt,kilowa,kilowt,1
3,kindergarten,kgn,kndrgrtn,kin,kin,1
4,kindergarten,kgtn,kndrgrtn,kind,kinn,1
5,kindergarten,kdgtn,kndrgrtn,kinde,kindn,1
6,kindergarten,kdgrtn,kndrgrtn,kinder,kinden,1
7,kindergarten,kidgrtn,kndrgrtn,kinderg,kindern,1
8,kindergarten,kidgartn,kndrgrtn,kinderga,kindergn,1
9,kindergarten,kindgartn,kndrgrtn,kindergar,kindergan,1
10,kindergarten,kindgarten,kndrgrtn,kindergart,kindergarn,1
3,kindness,kne,kndnss,kin,kis,1
4,kindness,knes,kndnss,kind,kins,1
5,kindness,kness,kndnss,kindn,kinds,1
6,kindness,kdness,kndnss,kindne,kindns,1
3,kinesiology,key,knslgy,kin,kiy,1
4,kinesiology,kegy,knslgy,kine,kiny,1
5,kinesiology,kesgy,knslgy,kines,kiney,1
6,kinesiology,keslgy,knslgy,kinesi,kinesy,1
7,kinesiology,kieslgy,knslgy,kinesio,kinesiy,1
8,kinesiology,kineslgy,knslgy,kinesiol,kinesioy,1
9,kinesiology,kineslogy,knslgy,kinesiolo,kinesioly,1
3,kingdoms,kdo,kngdms,kin,kis,1
4,kingdoms,kdos,kngdms,king,kins,1
5,kingdoms,kdoms,kngdms,kingd,kings,1
6,kingdoms,kgdoms,kngdms,kingdo,kingds,1
3,kingwood,kwd,kngwd,kin,kid,1
4,kingwood,kgwd,kngwd,king,kind,1
5,kingwood,kigwd,kngwd,kingw,kingd,1
6,kingwood,kigwod,kngwd,kingwo,kingwd,1
3,kinshasa,ksa,knshs,kin,kia,1
4,kinshasa,khsa,knshs,kins,kina,1
5,kinshasa,khasa,knshs,kinsh,kinsa,1
6,kinshasa,kshasa,knshs,kinsha,kinsha,1
3,kirkwood,kkw,krkwd,kir,kid,1
4,kirkwood,kkwd,krkwd,kirk,kird,1
5,kirkwood,krkwd,krkwd,kirkw,kirkd,1
6,kirkwood,kirkwd,krkwd,kirkwo,kirkwd,1
3,kitchens,kcs,ktchns,kit,kis,1
4,kitchens,kchs,ktchns,kitc,kits,1
5,kitchens,ktchs,ktchns,kitch,kitcs,1
6,kitchens,kitchs,ktchns,kitche,kitchs,1
3,knapsack,knp,knpsck,kna,knk,1
4,knapsack,knpk,knpsck,knap,knak,1
5,knapsack,knpsk,knpsck,knaps,knapk,1
6,knapsack,knpsak,knpsck,knapsa,knapsk,1
3,kneading,kne,kndng,kne,kng,1
4,kneading,kneg,kndng,knea,kneg,1
5,kneading,knedg,kndng,knead,kneag,1
6,kneading,knedig,kndng,kneadi,kneadg,1
3,knickknacks,knk,knckkncks,kni,kns,1
4,knickknacks,knkk,knckkncks,knic,knis,1
5,knickknacks,knkkn,knckkncks,knick,knics,1
6,knickknacks,knkknk,knckkncks,knickk,knicks,1
7,knickknacks,knkknks,knckkncks,knickkn,knickks,1
8,knickknacks,knkkncks,knckkncks,knickkna,knickkns,1
9,knickknacks,knckkncks,knckkncks,knickknac,knickknas,1
3,knowable,kno,knwbl,kno,kne,1
4,knowable,knoa,knwbl,know,knoe,1
5,knowable,knoal,knwbl,knowa,knowe,1
6,knowable,knowal,knwbl,knowab,knowae,1
3,knowingly,kno,knwngly,kno,kny,1
4,knowingly,knol,knwngly,know,knoy,1
5,knowingly,knowl,knwngly,knowi,knowy,1
6,knowingly,knowly,knwngly,knowin,knowiy,1
7,knowingly,knowgly,knwngly,knowing,knowiny,1
3,knowledge,kno,knwldg,kno,kne,1
4,knowledge,knol,knwldg,know,knoe,1
5,knowledge,knolg,knwldg,knowl,knowe,1
6,knowledge,knowlg,knwldg,knowle,knowle,1
7,knowledge,knowlge,knwldg,knowled,knowlee,1
3,knowledgeable,kno,knwldgbl,kno,kne,1
4,knowledgeable,knol,knwldgbl,know,knoe,1
5,knowledgeable,knolg,knwldgbl,knowl,knowe,1
6,knowledgeable,knolgl,knwldgbl,knowle,knowle,1
7,knowledgeable,knowlgl,knwldgbl,knowled,knowlee,1
8,knowledgeable,knowlgbl,knwldgbl,knowledg,knowlede,1
9,knowledgeable,knowlgble,knwldgbl,knowledge,knowledge,1
10,knowledgeable,knowlgeble,knwldgbl,knowledgea,knowledgee,1
11,knowledgeable,knowldgeble,knwldgbl,knowledgeab,knowledgeae,1
3,labelled,lbe,lblld,lab,lad,1
4,labelled,lbed,lblld,labe,labd,1
5,labelled,lbeld,lblld,label,labed,1
6,labelled,labeld,lblld,labell,labeld,1
3,laboriously,lul,lbrsly,lab,lay,1
4,laboriously,lbul,lbrsly,labo,laby,1
5,laboriously,lbuly,lbrsly,labor,laboy,1
6,laboriously,lbouly,lbrsly,labori,labory,1
7,laboriously,lbously,lbrsly,laborio,laboriy,1
8,laboriously,labously,lbrsly,laboriou,laborioy,1
9,laboriously,laborusly,lbrsly,laborious,laboriouy,1
3,labyrinth,lyr,lbyrnth,lab,lah,1
4,labyrinth,lbyr,lbyrnth,laby,labh,1
5,labyrinth,lbyrh,lbyrnth,labyr,labyh,1
6,labyrinth,lbyrth,lbyrnth,labyri,labyrh,1
7,labyrinth,labyrth,lbyrnth,labyrin,labyrih,1
3,lacerations,lns,lcrtns,lac,las,1
4,lacerations,lcns,lcrtns,lace,lacs,1
5,lacerations,lacns,lcrtns,lacer,laces,1
6,lacerations,lacens,lcrtns,lacera,lacers,1
7,lacerations,lacetns,lcrtns,lacerat,laceras,1
8,lacerations,lacertns,lcrtns,lacerati,lacerats,1
9,lacerations,laceratns,lcrtns,laceratio,laceratis,1
3,ladylike,lyl,ldylk,lad,lae,1
4,ladylike,lylk,ldylk,lady,lade,1
5,ladylike,lylke,ldylk,ladyl,ladye,1
6,ladylike,ldylke,ldylk,ladyli,ladyle,1
3,lakefront,lef,lkfrnt,lak,lat,1
4,lakefront,lefr,lkfrnt,lake,lakt,1
5,lakefront,lkefr,lkfrnt,lakef,laket,1
6,lakefront,lkefrt,lkfrnt,lakefr,lakeft,1
7,lakefront,lkefrnt,lkfrnt,lakefro,lakefrt,1
3,lakewood,lew,lkwd,lak,lad,1
4,lakewood,lewd,lkwd,lake,lakd,1
5,lakewood,lkewd,lkwd,lakew,laked,1
6,lakewood,lkewod,lkwd,lakewo,lakewd,1
3,landings,lgs,lndngs,lan,las,1
4,landings,ldgs,lndngs,land,lans,1
5,landings,ldigs,lndngs,landi,lands,1
6,landings,ladigs,lndngs,landin,landis,1
3,landless,lls,lndlss,lan,las,1
4,landless,llss,lndlss,land,lans,1
5,landless,ldlss,lndlss,landl,lands,1
6,landless,ladlss,lndlss,landle,landls,1
3,landmarks,lmk,lndmrks,lan,las,1
4,landmarks,lmks,lndmrks,land,lans,1
5,landmarks,ldmks,lndmrks,landm,lands,1
6,landmarks,ldmrks,lndmrks,landma,landms,1
7,landmarks,ladmrks,lndmrks,landmar,landmas,1
3,landowner,lon,lndwnr,lan,lar,1
4,landowner,lone,lndwnr,land,lanr,1
5,landowner,lowne,lndwnr,lando,landr,1
6,landowner,lowner,lndwnr,landow,landor,1
7,landowner,ldowner,lndwnr,landown,landowr,1
3,landslide,lle,lndsld,lan,lae,1
4,landslide,llde,lndsld,land,lane,1
5,landslide,lslde,lndsld,lands,lande,1
6,landslide,ldslde,lndsld,landsl,landse,1
7,landslide,ladslde,lndsld,landsli,landsle,1
3,landslides,lls,lndslds,lan,las,1
4,landslides,llds,lndslds,land,lans,1
5,landslides,lslds,lndslds,lands,lands,1
6,landslides,ldslds,lndslds,landsl,landss,1
7,landslides,ladslds,lndslds,landsli,landsls,1
8,landslides,landslds,lndslds,landslid,landslis,1
3,languishing,lui,lngshng,lan,lag,1
4,languishing,luig,lngshng,lang,lang,1
5,languishing,luihg,lngshng,langu,langg,1
6,languishing,luishg,lngshng,langui,langug,1
7,languishing,lguishg,lngshng,languis,languig,1
8,languishing,lguishng,lngshng,languish,languisg,1
9,languishing,laguishng,lngshng,languishi,languishg,1
3,lanterns,lns,lntrns,lan,las,1
4,lanterns,ltns,lntrns,lant,lans,1
5,lanterns,latns,lntrns,lante,lants,1
6,lanterns,lantns,lntrns,lanter,lantes,1
3,largemouth,lgu,lrgmth,lar,lah,1
4,largemouth,lguh,lrgmth,larg,larh,1
5,largemouth,lguth,lrgmth,large,largh,1
6,largemouth,lgeuth,lrgmth,largem,largeh,1
7,largemouth,lgemuth,lrgmth,largemo,largemh,1
8,largemouth,lrgemuth,lrgmth,largemou,largemoh,1
3,latitudes,lds,lttds,lat,las,1
4,latitudes,ltds,lttds,lati,lats,1
5,latitudes,latds,lttds,latit,latis,1
6,latitudes,latuds,lttds,latitu,latits,1
7,latitudes,latudes,lttds,latitud,latitus,1
3,laughing,lgh,lghng,lau,lag,1
4,laughing,lugh,lghng,laug,laug,1
5,laughing,lughg,lghng,laugh,laugg,1
6,laughing,laughg,lghng,laughi,laughg,1
3,launcher,lur,lnchr,lau,lar,1
4,launcher,luhr,lnchr,laun,laur,1
5,launcher,lunhr,lnchr,launc,launr,1
6,launcher,lunchr,lnchr,launch,launcr,1
3,launchers,lus,lnchrs,lau,las,1
4,launchers,luhs,lnchrs,laun,laus,1
5,launchers,lunhs,lnchrs,launc,launs,1
6,launchers,lunchs,lnchrs,launch,launcs,1
7,launchers,lunches,lnchrs,launche,launchs,1
3,laundromat,lut,lndrmt,lau,lat,1
4,laundromat,lumt,lndrmt,laun,laut,1
5,laundromat,lurmt,lndrmt,laund,launt,1
6,laundromat,ludrmt,lndrmt,laundr,laundt,1
7,laundromat,lundrmt,lndrmt,laundro,laundrt,1
8,laundromat,lundrmat,lndrmt,laundrom,laundrot,1
3,laurence,lue,lrnc,lau,lae,1
4,laurence,luce,lrnc,laur,laue,1
5,laurence,lurce,lrnc,laure,laure,1
6,laurence,laurce,lrnc,lauren,lauree,1
3,lavished,lvd,lvshd,lav,lad,1
4,lavished,lvhd,lvshd,lavi,lavd,1
5,lavished,lvshd,lvshd,lavis,lavid,1
6,lavished,lvishd,lvshd,lavish,lavisd,1
3,lawrenceville,lwr,lwrncvll,law,lae,1
4,lawrenceville,lwrv,lwrncvll,lawr,lawe,1
5,lawrenceville,lwrve,lwrncvll,lawre,lawre,1
6,lawrenceville,lwrvle,lwrncvll,lawren,lawree,1
7,lawrenceville,lwrvile,lwrncvll,lawrenc,lawrene,1
8,lawrenceville,lwrcvile,lwrncvll,lawrence,lawrence,1
9,lawrenceville,lawrcvile,lwrncvll,lawrencev,lawrencee,1
10,lawrenceville,lawrcville,lwrncvll,lawrencevi,lawrenceve,1
11,lawrenceville,lawrceville,lwrncvll,lawrencevil,lawrencevie,1
3,leaching,lhg,lchng,lea,leg,1
4,leaching,lchg,lchng,leac,leag,1
5,leaching,lchng,lchng,leach,leacg,1
6,leaching,lachng,lchng,leachi,leachg,1
3,leafless,lfl,lflss,lea,les,1
4,leafless,lfls,lflss,leaf,leas,1
5,leafless,lflss,lflss,leafl,leafs,1
6,leafless,laflss,lflss,leafle,leafls,1
3,leanings,lgs,lnngs,lea,les,1
4,leanings,lngs,lnngs,lean,leas,1
5,leanings,lnngs,lnngs,leani,leans,1
6,leanings,lanngs,lnngs,leanin,leanis,1
3,learners,les,lrnrs,lea,les,1
4,learners,lnes,lrnrs,lear,leas,1
5,learners,lrnes,lrnrs,learn,lears,1
6,learners,larnes,lrnrs,learne,learns,1
3,lebanese,lba,lbns,leb,lee,1
4,lebanese,lbae,lbns,leba,lebe,1
5,lebanese,lbaee,lbns,leban,lebae,1
6,lebanese,lbaese,lbns,lebane,lebane,1
3,leftovers,lft,lftvrs,lef,les,1
4,leftovers,lftv,lftvrs,left,lefs,1
5,leftovers,lftvs,lftvrs,lefto,lefts,1
6,leftovers,lftvrs,lftvrs,leftov,leftos,1
7,leftovers,lftovrs,lftvrs,leftove,leftovs,1
3,legacies,lgs,lgcs,leg,les,1
4,legacies,lges,lgcs,lega,legs,1
5,legacies,lgaes,lgcs,legac,legas,1
6,legacies,lgaces,lgcs,legaci,legacs,1
3,legality,lgy,lglty,leg,ley,1
4,legality,lgty,lglty,lega,legy,1
5,legality,lglty,lglty,legal,legay,1
6,legality,lgalty,lglty,legali,legaly,1
3,legalize,lge,lglz,leg,lee,1
4,legalize,lgze,lglz,lega,lege,1
5,legalize,lglze,lglz,legal,legae,1
6,legalize,lgalze,lglz,legali,legale,1
3,legislature,lgl,lgsltr,leg,lee,1
4,legislature,lgle,lgsltr,legi,lege,1
5,legislature,lgsle,lgsltr,legis,legie,1
6,legislature,lgslre,lgsltr,legisl,legise,1
7,legislature,lgislre,lgsltr,legisla,legisle,1
8,legislature,lgislare,lgsltr,legislat,legislae,1
9,legislature,lgislaure,lgsltr,legislatu,legislate,1
3,legitimacy,lgy,lgtmcy,leg,ley,1
4,legitimacy,lgmy,lgtmcy,legi,legy,1
5,legitimacy,lgmcy,lgtmcy,legit,legiy,1
6,legitimacy,lgtmcy,lgtmcy,legiti,legity,1
7,legitimacy,lgitmcy,lgtmcy,legitim,legitiy,1
8,legitimacy,lgitmacy,lgtmcy,legitima,legitimy,1
3,legitimation,lgn,lgtmtn,leg,len,1
4,legitimation,lgmn,lgtmtn,legi,legn,1
5,legitimation,lgtmn,lgtmtn,legit,legin,1
6,legitimation,lgitmn,lgtmtn,legiti,legitn,1
7,legitimation,lgitman,lgtmtn,legitim,legitin,1
8,legitimation,lgitmatn,lgtmtn,legitima,legitimn,1
9,legitimation,legitmatn,lgtmtn,legitimat,legitiman,1
10,legitimation,legitmaton,lgtmtn,legitimati,legitimatn,1
3,legitimizing,lgi,lgtmzng,leg,leg,1
4,legitimizing,lgig,lgtmzng,legi,legg,1
5,legitimizing,lgmig,lgtmzng,legit,legig,1
6,legitimizing,lgmzig,lgtmzng,legiti,legitg,1
7,legitimizing,lgtmzig,lgtmzng,legitim,legitig,1
8,legitimizing,lgtmzing,lgtmzng,legitimi,legitimg,1
9,legitimizing,lgitmzing,lgtmzng,legitimiz,legitimig,1
10,legitimizing,lgitmizing,lgtmzng,legitimizi,legitimizg,1
3,lengthening,ltg,lngthnng,len,leg,1
4,lengthening,lthg,lngthnng,leng,leng,1
5,lengthening,lgthg,lngthnng,lengt,lengg,1
6,lengthening,lgthng,lngthnng,length,lengtg,1
7,lengthening,lgtheng,lngthnng,lengthe,lengthg,1
8,lengthening,lgthenng,lngthnng,lengthen,lengtheg,1
9,lengthening,legthenng,lngthnng,lengtheni,lengtheng,1
3,leniency,lcy,lnncy,len,ley,1
4,leniency,lecy,lnncy,leni,leny,1
5,leniency,lency,lnncy,lenie,leniy,1
6,leniency,lnency,lnncy,lenien,leniey,1
3,lessened,led,lssnd,les,led,1
4,lessened,lsed,lssnd,less,lesd,1
5,lessened,lssed,lssnd,lesse,lessd,1
6,lessened,lssned,lssnd,lessen,lessed,1
3,lettuces,lts,lttcs,let,les,1
4,lettuces,ltts,lttcs,lett,lets,1
5,lettuces,lttcs,lttcs,lettu,letts,1
6,lettuces,lttces,lttcs,lettuc,lettus,1
3,leveling,lvg,lvlng,lev,leg,1
4,leveling,lvlg,lvlng,leve,levg,1
5,leveling,lvlng,lvlng,level,leveg,1
6,leveling,levlng,lvlng,leveli,levelg,1
3,leverage,lvg,lvrg,lev,lee,1
4,leverage,lvge,lvrg,leve,leve,1
5,leverage,levge,lvrg,lever,levee,1
6,leverage,levege,lvrg,levera,levere,1
3,leveraging,lvg,lvrgng,lev,leg,1
4,leveraging,lvgg,lvrgng,leve,levg,1
5,leveraging,lvgng,lvrgng,lever,leveg,1
6,leveraging,lvging,lvrgng,levera,leverg,1
7,leveraging,levging,lvrgng,leverag,leverag,1
8,leveraging,leveging,lvrgng,leveragi,leveragg,1
3,leviathan,lvn,lvthn,lev,len,1
4,leviathan,lvan,lvthn,levi,levn,1
5,leviathan,lvian,lvthn,levia,levin,1
6,leviathan,lvihan,lvthn,leviat,levian,1
7,leviathan,lvithan,lvthn,leviath,leviatn,1
3,levinson,lvo,lvnsn,lev,len,1
4,levinson,lvon,lvnsn,levi,levn,1
5,levinson,lvion,lvnsn,levin,levin,1
6,levinson,lvison,lvnsn,levins,levinn,1
3,lewinsky,lwk,lwnsky,lew,ley,1
4,lewinsky,lwky,lwnsky,lewi,lewy,1
5,lewinsky,lwsky,lwnsky,lewin,lewiy,1
6,lewinsky,lwisky,lwnsky,lewins,lewiny,1
3,liabilities,lbi,lblts,lia,lis,1
4,liabilities,lbis,lblts,liab,lias,1
5,liabilities,lbils,lblts,liabi,liabs,1
6,liabilities,lbilts,lblts,liabil,liabis,1
7,liabilities,lbiltes,lblts,liabili,liabils,1
8,liabilities,labiltes,lblts,liabilit,liabilis,1
9,liabilities,liabiltes,lblts,liabiliti,liabilits,1
3,liberalism,lbe,lbrlsm,lib,lim,1
4,liberalism,lbem,lbrlsm,libe,libm,1
5,liberalism,lbesm,lbrlsm,liber,libem,1
6,liberalism,lbelsm,lbrlsm,libera,liberm,1
7,liberalism,libelsm,lbrlsm,liberal,liberam,1
8,liberalism,libelism,lbrlsm,liberali,liberalm,1
3,liberian,lbe,lbrn,lib,lin,1
4,liberian,lben,lbrn,libe,libn,1
5,liberian,lbean,lbrn,liber,liben,1
6,liberian,libean,lbrn,liberi,libern,1
3,licensing,lsg,lcnsng,lic,lig,1
4,licensing,lsng,lcnsng,lice,licg,1
5,licensing,lcsng,lcnsng,licen,liceg,1
6,licensing,lcesng,lcnsng,licens,liceng,1
7,licensing,lcensng,lcnsng,licensi,licensg,1
3,lieutenant,lut,ltnnt,lie,lit,1
4,lieutenant,lutt,ltnnt,lieu,liet,1
5,lieutenant,lutnt,ltnnt,lieut,lieut,1
6,lieutenant,leutnt,ltnnt,lieute,lieutt,1
7,lieutenant,leutant,ltnnt,lieuten,lieutet,1
8,lieutenant,leutnant,ltnnt,lieutena,lieutent,1
3,lifeless,lfs,lflss,lif,lis,1
4,lifeless,lfss,lflss,life,lifs,1
5,lifeless,lflss,lflss,lifel,lifes,1
6,lifeless,lfelss,lflss,lifele,lifels,1
3,lifesaver,lvr,lfsvr,lif,lir,1
4,lifesaver,lfvr,lfsvr,life,lifr,1
5,lifesaver,lfsvr,lfsvr,lifes,lifer,1
6,lifesaver,lfsavr,lfsvr,lifesa,lifesr,1
7,lifesaver,lfesavr,lfsvr,lifesav,lifesar,1
3,lifesaving,lvg,lfsvng,lif,lig,1
4,lifesaving,lfvg,lfsvng,life,lifg,1
5,lifesaving,lfvig,lfsvng,lifes,lifeg,1
6,lifesaving,lfsvig,lfsvng,lifesa,lifesg,1
7,lifesaving,lfsavig,lfsvng,lifesav,lifesag,1
8,lifesaving,lfesavig,lfsvng,lifesavi,lifesavg,1
3,lifetimes,lms,lftms,lif,lis,1
